6.894760000000000666e+00,1.199999999999999956e+00,5.515808000000000932e-01,1.665299999999999955e+03,2.229663608562691195e+02,2.592499999999999805e+00
6.894760000000000666e+00,1.199999999999999956e+00,5.860546000000000921e-01,1.665299999999999955e+03,2.208053007135575854e+02,2.491200000000000081e+00
6.894760000000000666e+00,1.199999999999999956e+00,6.205284000000000910e-01,1.665299999999999955e+03,2.187257900101936627e+02,2.399900000000000144e+00
6.894760000000000666e+00,1.199999999999999956e+00,6.550022000000000899e-01,1.665299999999999955e+03,2.167278287461773516e+02,2.317200000000000149e+00
6.894760000000000666e+00,1.199999999999999956e+00,6.894760000000000888e-01,1.665299999999999955e+03,2.147910295616717349e+02,2.241899999999999782e+00
6.894760000000000666e+00,1.199999999999999956e+00,7.239497999999999767e-01,1.665299999999999955e+03,2.129255861365953137e+02,2.173000000000000043e+00
6.894760000000000666e+00,1.199999999999999956e+00,7.584236000000000866e-01,1.665299999999999955e+03,2.111009174311926699e+02,2.109700000000000131e+00
6.894760000000000666e+00,1.199999999999999956e+00,7.928974000000000855e-01,1.665299999999999955e+03,2.093374108053006921e+02,2.051299999999999901e+00
6.894760000000000666e+00,1.250000000000000000e+00,5.515808000000000932e-01,1.679400000000000091e+03,2.251274209989806252e+02,2.620200000000000085e+00
6.894760000000000666e+00,1.250000000000000000e+00,5.860546000000000921e-01,1.679400000000000091e+03,2.229255861365953137e+02,2.517300000000000093e+00
6.894760000000000666e+00,1.250000000000000000e+00,6.205284000000000910e-01,1.679400000000000091e+03,2.208154943934760013e+02,2.424599999999999866e+00
6.894760000000000666e+00,1.250000000000000000e+00,6.550022000000000899e-01,1.679400000000000091e+03,2.187767584097859128e+02,2.340599999999999792e+00
6.894760000000000666e+00,1.250000000000000000e+00,6.894760000000000888e-01,1.679400000000000091e+03,2.168093781855249631e+02,2.264100000000000001e+00
6.894760000000000666e+00,1.250000000000000000e+00,7.239497999999999767e-01,1.679400000000000091e+03,2.149031600407746794e+02,2.194100000000000161e+00
6.894760000000000666e+00,1.250000000000000000e+00,7.584236000000000866e-01,1.679400000000000091e+03,2.130479102956167026e+02,2.129799999999999915e+00
6.894760000000000666e+00,1.250000000000000000e+00,7.928974000000000855e-01,1.679400000000000091e+03,2.112538226299694202e+02,2.070500000000000007e+00
6.894760000000000666e+00,1.300000000000000044e+00,5.515808000000000932e-01,1.690200000000000045e+03,2.269215086646279076e+02,2.651199999999999779e+00
6.894760000000000666e+00,1.300000000000000044e+00,5.860546000000000921e-01,1.690200000000000045e+03,2.246788990825687904e+02,2.546499999999999986e+00
6.894760000000000666e+00,1.300000000000000044e+00,6.205284000000000910e-01,1.690200000000000045e+03,2.225280326197757290e+02,2.452199999999999935e+00
6.894760000000000666e+00,1.300000000000000044e+00,6.550022000000000899e-01,1.690200000000000045e+03,2.204485219164118064e+02,2.366699999999999804e+00
6.894760000000000666e+00,1.300000000000000044e+00,6.894760000000000888e-01,1.690200000000000045e+03,2.184505606523954953e+02,2.288800000000000168e+00
6.894760000000000666e+00,1.300000000000000044e+00,7.239497999999999767e-01,1.690200000000000045e+03,2.165035677879714626e+02,2.217600000000000016e+00
6.894760000000000666e+00,1.300000000000000044e+00,7.584236000000000866e-01,1.690200000000000045e+03,2.146279306829765403e+02,2.152200000000000113e+00
6.894760000000000666e+00,1.300000000000000044e+00,7.928974000000000855e-01,1.690200000000000045e+03,2.128032619775738965e+02,2.091800000000000104e+00
6.894760000000000666e+00,1.350000000000000089e+00,5.515808000000000932e-01,1.697799999999999955e+03,2.283384301732925508e+02,2.685299999999999798e+00
6.894760000000000666e+00,1.350000000000000089e+00,5.860546000000000921e-01,1.697799999999999955e+03,2.260652395514780437e+02,2.578500000000000014e+00
6.894760000000000666e+00,1.350000000000000089e+00,6.205284000000000910e-01,1.697799999999999955e+03,2.238735983690111766e+02,2.482299999999999951e+00
6.894760000000000666e+00,1.350000000000000089e+00,6.550022000000000899e-01,1.697799999999999955e+03,2.217635066258919494e+02,2.395099999999999785e+00
6.894760000000000666e+00,1.350000000000000089e+00,6.894760000000000888e-01,1.697799999999999955e+03,2.197247706422018325e+02,2.315700000000000092e+00
